Date,Open,High,Low,Close(t),Volume,SD20,Upper_Band,Lower_Band,S_Close(t-1),S_Close(t-2),S_Close(t-3),S_Close(t-5),S_Open(t-1),MA5,MA10,MA20,MA50,MA200,EMA10,EMA20,EMA50,EMA100,EMA200,MACD,MACD_EMA,CCI,ROC,SO%K,STD5,ForceIndex1,ForceIndex20,Date_col,Day,DayofWeek,DayofYear,Week,Is_month_end,Is_month_start,Is_quarter_end,Is_quarter_start,Is_year_end,Is_year_start,Is_leap_year,Year,Month,QQQ_Close,QQQ(t-1),QQQ(t-2),QQQ(t-5),QQQ_MA10,QQQ_MA20,QQQ_MA50,SnP_Close,SnP(t-1)),SnP(t-5),DJIA_Close,DJIA(t-1)),DJIA(t-5),Close_forcast
2016-02-17,4.533695593011316,4.982391265982402,4.486956729710859,4.701956748962402,561900,0.27899576992100056,4.59671989620339,3.480736816519388,4.468261241912842,4.150434970855713,3.6736958026885986,3.7391304969787598,4.225217540111885,4.148565483093262,3.986847996711731,4.038728356361389,5.800326228141785,12.249578531980514,4.288799242995384,4.288799242995384,4.288799242995384,4.288799242995384,4.288799242995384,-0.426663376457455,-0.6533215795370414,1333.3333333333335,22.087386288863847,80.76924759645982,0.059600339824219126,131313.50541114807,330910.19439697266,2016-02-17,17,2,48,7,0,0,0,0,0,0,1,2016,2,98.24000549316406,96.06436920166016,93.9461898803711,92.31685638427734,94.72829513549804,96.43719291687012,101.67418472290039,1926.8199462890625,1895.5799560546875,1852.2099609375,16453.830078125,16196.41015625,16014.3798828125,4.879565238952637
2016-02-18,4.73934819798421,4.93565259022693,4.589782670817932,4.879565238952637,452500,0.33432078272752846,4.739152525080301,3.4018693941701867,4.701956748962402,4.468261241912842,4.150434970855713,3.748478651046753,4.533695593011316,4.3747828006744385,4.093413209915161,4.070510959625244,5.7055392789840695,12.195267661809922,4.485721241647802,4.485721241647802,4.485721241647802,4.485721241647802,4.485721241647802,-0.33605344987417674,-0.5898679536044685,1333.3333333333335,27.94117490776698,92.94872155017877,0.0547206353085334,80367.84172058105,287632.5595378876,2016-02-18,18,3,49,7,0,0,0,0,0,0,1,2016,2,97.11865234375,98.24000549316406,96.06436920166016,92.67147827148438,94.69666748046875,96.46498832702636,101.41618453979493,1917.8299560546875,1926.8199462890625,1851.8599853515625,16413.4296875,16453.830078125,15914.740234375,4.870217323303223
2016-02-19,4.870217323303223,4.888912957249644,4.692608577942676,4.870217323303223,453500,0.36970001181514534,4.8300087873250535,3.3512087400644726,4.879565238952637,4.701956748962402,4.468261241912842,3.6736958026885986,4.73934819798421,4.614087104797363,4.187826251983642,4.090608763694763,5.6174827527999875,12.141798094511032,4.613886602199609,4.613886602199609,4.613886602199609,4.613886602199609,4.613886602199609,-0.26197880038211174,-0.5242901229599972,1333.3333333333335,24.04761901870154,92.3076897212394,0.04879445279944171,-4239.279747009277,182287.08291053772,2016-02-19,19,4,50,7,0,0,0,0,0,0,1,2016,2,97.40616607666016,97.11865234375,98.24000549316406,92.53730773925781,94.69474945068359,96.50236740112305,101.17387176513672,1917.780029296875,1917.8299560546875,1829.0799560546875,16391.990234375,16413.4296875,15660.1796875,4.973043918609619
2016-02-22,5.019782784231413,5.029130824799236,4.888913336455639,4.973043918609619,362100,0.41752877962002505,4.959785905111022,3.289670786630922,4.870217323303223,4.879565238952637,4.701956748962402,4.150434970855713,4.870217323303223,4.778608894348144,4.304674100875855,4.124728345870972,5.529800152778625,12.089917660951615,4.7336057076696125,4.7336057076696125,4.7336057076696125,4.7336057076696125,4.7336057076696125,-0.19275490157748187,-0.45798307868349414,1333.3333333333333,30.712534992941254,96.27329607040824,0.02986515270542826,37233.51016044617,247094.01412010193,2016-02-22,22,0,53,8,0,0,0,0,0,0,1,2016,2,98.98758697509766,97.40616607666016,97.11865234375,93.9461898803711,95.18930282592774,96.47888565063477,100.9629963684082,1945.5,1917.780029296875,1864.780029296875,16620.66015625,16391.990234375,15973.83984375,4.916956901550293
2016-02-23,5.001087036068162,5.001087036068162,4.851521956268307,4.916956901550293,380100,0.4490530297263337,5.0742474764791865,3.278035357573852,4.973043918609619,4.870217323303223,4.879565238952637,4.468261241912842,5.019782784231413,4.868348026275635,4.412174129486084,4.176141417026519,5.443239274024964,12.039205700159073,4.794722772296506,4.794722772296506,4.794722772296506,4.794722772296506,4.794722772296506,-0.1407971941702959,-0.3945459017808545,1333.3333333333335,27.980542044120472,92.54658477406001,0.026543923100210767,-21318.675184249878,390842.1669244766,2016-02-23,23,1,54,8,0,0,0,0,0,0,1,2016,2,97.35826873779297,98.98758697509766,97.40616607666016,96.06436920166016,95.66468811035156,96.44773635864257,100.7527865600586,1921.27001953125,1945.5,1895.5799560546875,16431.779296875,16620.66015625,16196.41015625,4.7860870361328125
2016-02-24,4.907608886978228,4.907608886978228,4.720652536246127,4.7860870361328125,394500,0.46895425739617386,5.1472347224301345,3.2714176928454393,4.916956901550293,4.973043918609619,4.870217323303223,4.701956748962402,5.001087036068162,4.885174083709717,4.516869783401489,4.209326207637787,5.350134911537171,11.98868069767952,4.791844193575275,4.791844193575275,4.791844193575275,4.791844193575275,4.791844193575275,-0.1089248235663991,-0.3374216861379635,1333.3333333333333,28.000000000000004,83.85091452140566,0.025686054524138854,-51628.161907196045,261827.99792289734,2016-02-24,24,2,55,8,0,0,0,0,0,0,1,2016,2,98.28791809082031,97.35826873779297,98.98758697509766,98.24000549316406,96.26179428100586,96.41898193359376,100.55142318725586,1929.800048828125,1921.27001953125,1926.8199462890625,16484.990234375,16431.779296875,16453.830078125,4.776739120483398
2016-02-25,4.795434754300319,4.888912923384921,4.61782601017004,4.776739120483398,305500,0.484209070095836,5.213266093511222,3.2764298131278773,4.7860870361328125,4.916956901550293,4.973043918609619,4.879565238952637,4.907608886978228,4.864608860015869,4.619695830345154,4.24484795331955,5.293860993385315,11.935678516626359,4.786809169211317,4.786809169211317,4.786809169211317,4.786809169211317,4.786809169211317,-0.08345798717849728,-0.2866289463460703,1333.3333333333333,27.431407916635898,83.22979069142673,0.017346373451674734,-2855.788230895996,217037.86611557007,2016-02-25,25,3,56,8,0,0,0,0,0,0,1,2016,2,99.2559585571289,98.28791809082031,97.35826873779297,97.11865234375,96.92024230957031,96.56178855895996,100.41929931640625,1951.699951171875,1929.800048828125,1917.8299560546875,16697.2890625,16484.990234375,16413.4296875,4.926304340362549
2016-02-26,4.786086859615336,5.085217455493451,4.748695590847958,4.926304340362549,369900,0.49938997851904127,5.295508353453793,3.2979484393776284,4.776739120483398,4.7860870361328125,4.916956901550293,4.870217323303223,4.795434754300319,4.875826263427735,4.744956684112549,4.296728396415711,5.25198272228241,11.883096989393234,4.833307559595061,4.833307559595061,4.833307559595061,4.833307559595061,4.833307559595061,-0.05062312076253406,-0.23942778122936303,1333.3333333333335,34.09668641473328,89.82035467518033,0.023632344367429226,55324.17483329773,383811.51802539825,2016-02-26,26,4,57,8,0,0,0,0,0,0,1,2016,2,99.13137817382812,99.2559585571289,98.28791809082031,97.40616607666016,97.57964935302735,96.63031768798828,100.26863098144531,1948.050048828125,1951.699951171875,1917.780029296875,16639.970703125,16697.2890625,16391.990234375,5.057173728942871
2016-02-29,4.935652329570501,5.328260647582824,4.92630428960543,5.057173728942871,446000,0.5230467008636838,5.393767437753369,3.3015806342986336,4.926304340362549,4.776739120483398,4.7860870361328125,4.973043918609619,4.786086859615336,4.892652225494385,4.835630559921265,4.347674036026001,5.205991415977478,11.829674161672592,4.907929616044331,4.907929616044331,4.907929616044331,4.907929616044331,4.907929616044331,-0.013881173105301237,-0.1943184596045507,1333.3333333333335,21.846836884670235,84.97409295969622,0.024801843204216464,58367.74730682373,454435.1053237915,2016-02-29,29,0,60,9,1,0,0,0,0,0,1,2016,2,98.24000549316406,99.13137817382812,99.2559585571289,98.98758697509766,98.00903091430663,96.55220413208008,100.08714050292969,1932.22998046875,1948.050048828125,1945.5,16516.5,16639.970703125,16620.66015625,5.057173728942871
2016-03-01,5.057173728942871,5.216086842436446,4.9730435979526275,5.057173728942871,487500,0.5409722637223593,5.480096807298539,3.316207752409102,5.057173728942871,4.926304340362549,4.776739120483398,4.916956901550293,4.935652329570501,4.9206955909729,4.894521808624267,4.398152279853821,5.161308798789978,11.7785415494442,4.9576776536771785,4.9576776536771785,4.9576776536771785,4.9576776536771785,4.9576776536771785,0.015063443128774168,-0.15244207905788573,1333.3333333333333,13.179902766336882,84.97409295969622,0.023593184021744474,0.0,492162.8773212433,2016-03-01,1,1,61,9,0,1,0,0,0,0,1,2016,3,101.3932876586914,98.24000549316406,99.13137817382812,97.35826873779297,98.54192276000977,96.61833686828614,99.93680084228515,1978.3499755859375,1932.22998046875,1921.27001953125,16865.080078125,16516.5,16431.779296875,5.094564914703369
